 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,31102,2,2,62,254,31,31,31.0,0.0,127,127,127.0,0.0,10160.11832,128.6090927,10367.33333,17912.59491,31051,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,64.30454633,64.30454633,31,127,69.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,86.75,31.0,127.0,40,0,0,0,0,0,0,2,62,2,254,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,160,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1325000.0,25000.0,53.33333333,87.17989065,154,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12500.0,12500.0,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,403796,8,6,1112,3252,501,0,139.0,191.0564614,1460,0,542.0,716.83722,10807.43742,34.67097247,31061.23077,42424.4235,93566,2,403796,57685.14286,44605.95907,98443,43,221553,44310.6,60129.79818,119322,2,0,0,0,0,172,132,19.81198427,14.8589882,0,1460,290.9333333,498.0185692,248022.4952,0,0,0,1,0,0,0,0,0,311.7142857,139.0,542.0,172,0,0,0,0,0,0,8,1112,6,3252,8192,4370,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23567,1,1,87,168,87,87,87.0,0.0,168,168,168.0,0.0,10820.21471,84.86442907,23567.0,0.0,23567,23567,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.43221454,42.43221454,87,168,114.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,171.0,87.0,168.0,20,0,0,0,0,0,0,1,87,1,168,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,60932384,10,10,513,832,471,0,51.3,147.4886436,410,0,83.2,172.25614,22.07364806,0.328232685,3206967.579,4652516.702,9997253,102,51300000,5699157.556,5124467.207,10100000,20368,60800000,6758785.889,4799928.612,10100000,4210,0,0,0,0,224,272,0.164116342,0.164116342,0,471,64.04761905,153.6588677,23611.04762,0,0,0,1,0,0,0,0,1,67.25,51.3,83.2,224,0,0,0,0,0,0,10,513,10,832,8192,119,8,20,324927.8,495450.7353,1211217,103249,9933555.8,139433.4035,9997253,9684142,BENIGN
80,80992,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24.69379692,80992.0,0.0,80992,80992,80992,80992.0,0.0,80992,80992,0,0.0,0.0,0,0,0,0,0,0,64,0,24.69379692,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,264,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49666,20511192,30,28,10056,4620,1583,0,335.2,490.4092872,348,0,165.0,109.7593327,715.5118045,2.827724493,359845.4737,2663249.632,20100000,1,20500000,707282.4828,3732463.984,20100000,1,20300000,752439.5185,3906783.443,20300000,2,0,0,0,0,624,584,1.462616117,1.365108376,0,1583,248.7457627,366.3022868,134177.3653,0,0,0,1,0,0,0,0,0,253.0344828,335.2,165.0,624,0,0,0,0,0,0,30,10056,28,4620,8192,2048,28,20,201375.0,0.0,201375,201375,20100000.0,0.0,20100000,20100000,BENIGN
53,207288,1,1,44,115,44,44,44.0,0.0,115,115,115.0,0.0,767.0487438,9.648411871,207288.0,0.0,207288,207288,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,4.824205936,4.824205936,44,115,67.66666667,40.99186911,1680.333333,0,0,0,0,0,0,0,0,1,101.5,44.0,115.0,32,0,0,0,0,0,0,1,44,1,115,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,11235273,9,8,722,5412,369,0,80.22222222,128.9891253,1721,0,676.5,742.3861144,545.9591414,1.513091849,702204.5625,2469252.419,9951622,33,11200000,1404036.375,3455806.663,9951622,95712,11100000,1591377.571,3716076.73,10000000,50,0,0,0,0,192,172,0.801048626,0.712043223,0,1721,340.7777778,574.9615389,330580.7712,0,0,0,1,0,0,0,0,0,360.8235294,80.22222222,676.5,192,0,0,0,0,0,0,9,722,8,5412,8192,11,8,20,1280669.0,0.0,1280669,1280669,9951622.0,0.0,9951622,9951622,BENIGN
53,449,1,1,46,74,46,46,46.0,0.0,74,74,74.0,0.0,267260.5791,4454.342984,449.0,0.0,449,449,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2227.171492,2227.171492,46,74,55.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,83.0,46.0,74.0,20,0,0,0,0,0,0,1,46,1,74,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,41413828,39,56,937,77215,453,0,24.02564103,84.73503196,2896,0,1378.839286,432.4687599,1887.099159,2.293919799,440572.6383,4252630.718,41200000,1,41400000,1089837.579,6688037.73,41200000,1,149839,2724.345455,8259.722158,39563,45,0,0,0,0,1260,1800,0.941714444,1.352205355,0,2896,814.0833333,749.9248758,562387.3193,0,0,0,1,0,0,0,0,1,822.6526316,24.02564103,1378.839286,1260,0,0,0,0,0,0,39,937,56,77215,65535,122,6,32,181081.0,0.0,181081,181081,41200000.0,0.0,41200000,41200000,BENIGN
53,24631134,2,2,89,187,47,42,44.5,3.535533906,124,63,93.5,43.13351365,11.20533062,0.162396096,8210378.0,14200000.0,24600000,17104,24600000,24600000.0,0.0,24600000,24600000,24600000,24600000.0,0.0,24600000,24600000,0,0,0,0,52,52,0.081198048,0.081198048,42,124,63.6,34.8468076,1214.3,0,0,0,0,0,0,0,0,1,79.5,44.5,93.5,52,0,0,0,0,0,0,2,89,2,187,-1,-1,1,20,23917.0,0.0,23917,23917,24600000.0,0.0,24600000,24600000,BENIGN
22,2,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,6000000.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,500000.0,500000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,16062,245,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116238519,18,15,896,1958,448,0,49.77777778,144.8746134,979,0,130.5333333,344.476594,24.55296252,0.283899006,3632453.719,4860292.232,10200000,32,116000000,6837559.941,4773092.419,10200000,156,114000000,8108075.786,4232301.201,10200000,12137,0,0,0,0,584,488,0.154854003,0.129045003,0,979,83.94117647,250.9812188,62991.57219,0,0,0,1,0,0,0,0,0,86.48484848,49.77777778,130.5333333,584,0,0,0,0,0,0,18,896,15,1958,29200,122,2,32,110354.0,290427.351,986023,21971,10200000.0,26914.11419,10200000,10100000,BENIGN
38424,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,357,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,32222,2,2,68,224,34,34,34.0,0.0,112,112,112.0,0.0,9062.131463,124.1387872,10740.66667,18558.36131,32170,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,64,62.06939358,62.06939358,34,112,65.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,81.5,34.0,112.0,40,0,0,0,0,0,0,2,68,2,224,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60959,1,1,53,166,53,53,53.0,0.0,166,166,166.0,0.0,3592.578618,32.80893715,60959.0,0.0,60959,60959,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.40446858,16.40446858,53,166,90.66666667,65.24058042,4256.333333,0,0,0,0,0,0,0,0,1,136.0,53.0,166.0,32,0,0,0,0,0,0,1,53,1,166,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48893,2,2,66,186,33,33,33.0,0.0,93,93,93.0,0.0,5154.112041,81.81130223,16297.66667,28185.96126,48844,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,64,40.90565112,40.90565112,33,93,57.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,71.25,33.0,93.0,40,0,0,0,0,0,0,2,66,2,186,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24398,2,2,62,254,31,31,31.0,0.0,127,127,127.0,0.0,12951.8813,163.9478646,8132.666667,14042.0426,24347,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,40,81.97393229,81.97393229,31,127,69.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,86.75,31.0,127.0,64,0,0,0,0,0,0,2,62,2,254,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3437707,8,9,1731,1338,1429,0,216.375,496.3653428,1173,0,148.6666667,385.8416126,892.7462404,4.945156757,214856.6875,723967.1646,2923329,3,514378,73482.57143,70427.68139,165900,129,3322222,415277.75,1031944.372,2965459,3,0,0,0,0,264,292,2.327132592,2.618024166,0,1429,170.5,417.685253,174460.9706,0,0,0,1,0,0,0,0,1,180.5294118,216.375,148.6666667,264,0,0,0,0,0,0,8,1731,9,1338,29200,6111,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,308694,20,18,855,23162,247,0,42.75,77.13274613,4344,0,1286.777778,1005.992489,77801.9657,123.0992504,8343.081081,23834.27228,136767,2,308694,16247.05263,33315.27539,136767,41,276985,16293.23529,49086.26379,201399,2,0,0,0,0,648,584,64.78907915,58.31017124,0,4344,615.8205128,922.9262921,851792.9406,0,0,0,1,0,0,0,0,0,632.0263158,42.75,1286.777778,648,0,0,0,0,0,0,20,855,18,23162,29200,1006,7,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52090,49,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20408.16327,20408.16327,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,357,254,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,181,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,950276.2431,22099.44751,60.33333333,64.39202849,130,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,11049.72376,11049.72376,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,248,2,2,78,204,39,39,39.0,0.0,102,102,102.0,0.0,1137096.774,16129.03226,82.66666667,60.05275459,152,47,49,49.0,0.0,49,49,47,47.0,0.0,47,47,0,0,0,0,40,40,8064.516129,8064.516129,39,102,64.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,80.25,39.0,102.0,40,0,0,0,0,0,0,2,78,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,154,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,1038961.039,25974.02597,51.33333333,85.45369116,150,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,12987.01299,12987.01299,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30551,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,3862.39403,65.46430559,30551.0,0.0,30551,30551,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.73215279,32.73215279,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,32,0,0,0,0,0,0,1,51,1,67,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49799,74,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,162162.1622,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13513.51351,13513.51351,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
88,631,2,2,508,2796,254,254,254.0,0.0,1398,1398,1398.0,0.0,5236133.122,6339.144216,210.3333333,357.3798166,623,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,3169.572108,3169.572108,254,1398,711.6,626.5946058,392620.8,0,0,0,0,0,0,0,0,1,889.5,254.0,1398.0,64,0,0,0,0,0,0,2,508,2,2796,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60648,1,1,44,76,44,44,44.0,0.0,76,76,76.0,0.0,1978.630787,32.97717979,60648.0,0.0,60648,60648,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.4885899,16.4885899,44,76,54.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,82.0,44.0,76.0,20,0,0,0,0,0,0,1,44,1,76,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,163,2,2,80,144,40,40,40.0,0.0,72,72,72.0,0.0,1374233.129,24539.8773,54.33333333,53.78041775,111,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,12269.93865,12269.93865,40,72,52.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,66.0,40.0,72.0,64,0,0,0,0,0,0,2,80,2,144,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,95285,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20.98966259,95285.0,0.0,95285,95285,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.4948313,10.4948313,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53714,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,32,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8080,65459,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5209.367696,106.9371668,10909.83333,25645.49165,63254,24,65459,21819.66667,37061.401,64612,24,63864,31932.0,44295.9972,63254,610,0,0,0,0,92,72,61.10695244,45.83021433,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
53,66082,1,1,45,100,45,45,45.0,0.0,100,100,100.0,0.0,2194.243516,30.2654278,66082.0,0.0,66082,66082,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,15.1327139,15.1327139,45,100,63.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,95.0,45.0,100.0,20,0,0,0,0,0,0,1,45,1,100,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,64085779,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.031208172,64100000.0,0.0,64100000,64100000,64100000,64100000.0,0.0,64100000,64100000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.031208172,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,65535,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,126881,1,1,44,217,44,44,44.0,0.0,217,217,217.0,0.0,2057.045578,15.76280137,126881.0,0.0,126881,126881,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,7.881400683,7.881400683,44,217,101.6666667,99.88159657,9976.333333,0,0,0,0,0,0,0,0,1,152.5,44.0,217.0,20,0,0,0,0,0,0,1,44,1,217,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
12524,1,2,0,617,0,617,0,308.5,436.284884,0,0,0.0,0.0,617000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,617,411.3333333,356.2251161,126896.3333,0,1,0,0,1,0,0,0,0,617.0,308.5,0.0,64,0,0,0,0,0,0,2,617,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61326145,16,15,738,5084,350,0,46.125,96.908118,1460,0,338.9333333,557.6536901,94.93503953,0.505494027,2044204.833,4045222.189,10000000,24,61300000,4088409.667,5030714.792,10100000,1125,61300000,4376806.929,5100550.802,10100000,48,0,0,0,0,332,384,0.260900143,0.244593884,0,1460,181.9375,409.2673184,167499.7379,0,0,0,1,0,0,0,0,0,187.8064516,46.125,338.9333333,332,0,0,0,0,0,0,16,738,15,5084,8192,79,15,20,137377.5,212223.0727,570576,50600,9996437.667,9013.136805,10000000,9978829,BENIGN
5550,19778,3,1,12,6,6,0,4.0,3.464101615,6,6,6.0,0.0,910.1021337,202.2449186,6592.666667,8203.747579,15797,51,19778,9889.0,8427.298618,15848,3930,0,0.0,0.0,0,0,0,0,0,0,72,20,151.6836889,50.56122965,0,6,4.8,2.683281573,7.2,0,0,0,0,1,1,0,0,0,6.0,4.0,6.0,72,0,0,0,0,0,0,3,12,1,6,31,256,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,72393,4,1,517,0,517,0,129.25,258.5,0,0,0.0,0.0,7141.574462,69.06745127,18098.25,19821.00107,36917,91,72393,24131.0,19346.91544,37008,1883,0,0.0,0.0,0,0,0,0,0,0,136,40,55.25396102,13.81349025,0,517,86.16666667,211.0643662,44548.16667,0,0,0,1,0,0,0,0,0,103.4,129.25,0.0,136,0,0,0,0,0,0,4,517,1,0,29200,42408,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,165,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,993939.3939,24242.42424,55.0,89.20201791,158,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,12121.21212,12121.21212,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,40,0,0,0,0,0,0,2,66,2,98,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,76639,1,1,47,129,47,47,47.0,0.0,129,129,129.0,0.0,2296.480904,26.09637391,76639.0,0.0,76639,76639,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,13.04818695,13.04818695,47,129,74.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,111.5,47.0,129.0,32,0,0,0,0,0,0,1,47,1,129,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,74,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,162162.1622,27027.02703,74.0,0.0,74,74,74,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0,0,0,40,0,27027.02703,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,62806,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,172,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,69767.44186,11627.90698,172.0,0.0,172,172,172,172.0,0.0,172,172,0,0.0,0.0,0,0,0,0,0,0,40,0,11627.90698,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,93937,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1021.961527,21.29086515,93937.0,0.0,93937,93937,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.64543258,10.64543258,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5826883,10,7,661,3274,342,0,66.1,119.8132343,1460,0,467.7142857,684.213591,675.3181761,2.917511815,364180.1875,1419572.752,5687289,1,5826883,647431.4444,1890107.365,5687289,1,69443,11573.83333,17141.32266,34168,4,0,0,0,0,220,152,1.716183421,1.201328395,0,1460,218.6111111,463.5439111,214872.9575,0,0,0,1,0,0,0,0,0,231.4705882,66.1,467.7142857,220,0,0,0,0,0,0,10,661,7,3274,29200,4362,9,20,139590.0,0.0,139590,139590,5687289.0,0.0,5687289,5687289,BENIGN
443,16909171,11,16,2405,9444,1019,0,218.6363636,373.3859324,1460,0,590.25,701.3804008,700.7439927,1.59676663,650352.7308,2287512.287,9950332,1,16900000,1687016.2,3554962.021,9950332,200,16900000,1125360.2,2985378.154,10000000,1,0,0,0,0,232,344,0.650534553,0.946232077,0,1460,423.1785714,604.2775333,365151.3373,0,0,0,1,0,0,0,0,1,438.8518519,218.6363636,590.25,232,0,0,0,0,0,0,11,2405,16,9444,8192,1074,10,20,190595.0,229130.8814,352615,28575,8244486.0,2412430.549,9950332,6538640,BENIGN
53,24156,2,2,82,204,41,41,41.0,0.0,102,102,102.0,0.0,11839.70856,165.5903295,8052.0,13862.46865,24059,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,64,64,82.79516476,82.79516476,41,102,65.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,81.75,41.0,102.0,64,0,0,0,0,0,0,2,82,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,93859632,2,2,115,221,63,52,57.5,7.778174593,153,68,110.5,60.1040764,3.579813737,0.04261683,31300000.0,53500000.0,93000000,60636,93800000,93800000.0,0.0,93800000,93800000,93100000,93100000.0,0.0,93100000,93100000,0,0,0,0,40,52,0.021308415,0.021308415,52,153,79.8,41.33642462,1708.7,0,0,0,0,0,0,0,0,1,99.75,57.5,110.5,40,0,0,0,0,0,0,2,115,2,221,-1,-1,1,20,791583.0,0.0,791583,791583,93000000.0,0.0,93000000,93000000,BENIGN
80,117488374,19,17,1389,3190,435,0,73.10526316,161.0099703,796,0,187.6470588,347.8420872,38.97406904,0.306413297,3356810.686,4617573.722,10000000,16,117000000,6525825.222,4586051.349,10000000,23794,117000000,7341538.563,4230985.381,10000000,1713,0,0,0,0,404,484,0.161718129,0.144695168,0,796,123.7567568,265.4135563,70444.35586,0,0,0,1,0,0,0,0,0,127.1944444,73.10526316,187.6470588,404,0,0,0,0,0,0,19,1389,17,3190,8192,292,17,20,694524.5455,2225068.007,7403357,23490,9984098.545,62007.12368,10000000,9797548,BENIGN
50196,42,1,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,428571.4286,95238.09524,14.0,19.97498436,37,1,0,0.0,0.0,0,0,5,2.5,2.121320344,4,1,0,0,0,0,32,60,23809.52381,71428.57143,0,6,3.6,3.286335345,10.8,0,0,0,0,1,0,0,0,3,4.5,0.0,6.0,32,0,0,0,0,0,0,1,0,3,18,1018,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,144181,1,1,62,230,62,62,62.0,0.0,230,230,230.0,0.0,2025.232173,13.87145324,144181.0,0.0,144181,144181,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,6.935726621,6.935726621,62,230,118.0,96.99484522,9408.0,0,0,0,0,0,0,0,0,1,177.0,62.0,230.0,20,0,0,0,0,0,0,1,62,1,230,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,547544,7,10,705,1657,413,0,100.7142857,163.4255328,1477,0,165.7,461.9381993,4313.808571,31.04773315,34221.5,73132.62919,181847,1,364717,60786.16667,93644.82903,181685,49,365934,40659.33333,80340.1953,182386,1,0,0,0,0,232,328,12.78436071,18.26337244,0,1477,131.2222222,352.8331643,124491.2418,0,0,0,1,0,0,0,0,1,138.9411765,100.7142857,165.7,232,0,0,0,0,0,0,7,705,10,1657,29200,5085,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,50265,2,2,62,118,31,31,31.0,0.0,59,59,59.0,0.0,3581.020591,79.57823535,16755.0,29009.25316,50252,3,10,10.0,0.0,10,10,3,3.0,0.0,3,3,0,0,0,0,40,40,39.78911768,39.78911768,31,59,42.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,52.75,31.0,59.0,40,0,0,0,0,0,0,2,62,2,118,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,107669,1,1,46,150,46,46,46.0,0.0,150,150,150.0,0.0,1820.393985,18.57544883,107669.0,0.0,107669,107669,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9.287724415,9.287724415,46,150,80.66666667,60.044428,3605.333333,0,0,0,0,0,0,0,0,1,121.0,46.0,150.0,20,0,0,0,0,0,0,1,46,1,150,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
